trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1243,False,"{'a': 0.4, 'e': 0.3219574751142698}",20,0,22.253118709816903,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1244,False,"{'a': 0.4, 'e': 0.32101056016252166}",30,9,11.861084019049478,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
1245,False,"{'a': 0.4, 'e': 0.32006332420023986}",20,0,-7.351950989861228,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
1246,False,"{'a': 0.4, 'e': 0.31911576817466075}",20,16,9.229320218732534,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1247,False,"{'a': 0.4, 'e': 0.31816789303333987}",20,0,-46.30842973908524,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
1248,False,"{'a': 0.4, 'e': 0.3172196997241527}",20,2,-43.34158141721664,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
1249,False,"{'a': 0.4, 'e': 0.316271189195292}",20,10,18.75395863623578,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1250,False,"{'a': 0.4, 'e': 0.3153223623952687}",30,0,36.826207109866715,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
1251,False,"{'a': 0.4, 'e': 0.314373220272909}",25,9,-9.220161430907435,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
1252,False,"{'a': 0.4, 'e': 0.3134237637773555}",25,12,0.29862230683523316,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
1253,False,"{'a': 0.4, 'e': 0.31247399385806407}",30,1,29.201684354669943,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 0}",1
1254,False,"{'a': 0.4, 'e': 0.31152391146480507}",25,5,11.502675929429682,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
1255,False,"{'a': 0.4, 'e': 0.3105735175476604}",30,13,29.99465708638317,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1256,False,"{'a': 0.4, 'e': 0.3096228130570242}",20,13,-2.138979708578791,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1257,False,"{'a': 0.4, 'e': 0.3086717989436006}",25,6,2.9194731704172074,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
1258,False,"{'a': 0.4, 'e': 0.3077204761584039}",25,17,2.7151763744499933,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1259,False,"{'a': 0.4, 'e': 0.3067688456527566}",25,0,-87.9031807773546,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 2}",1
1260,False,"{'a': 0.4, 'e': 0.3058169083782893}",20,12,-40.8395757074688,"{0: 5, 1: 0, 2: 1, 3: 2, 4: 0}",1
1261,False,"{'a': 0.4, 'e': 0.30486466528693895}",25,8,17.345814752544044,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1262,False,"{'a': 0.4, 'e': 0.3039121173309489}",20,0,-28.82827248929729,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
1263,False,"{'a': 0.4, 'e': 0.3029592654628667}",25,5,25.146533132501688,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
1264,False,"{'a': 0.4, 'e': 0.30200611063554444}",25,3,-42.64452965488889,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 1}",1
1265,False,"{'a': 0.4, 'e': 0.3010526538021365}",25,11,12.879296735963077,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1266,False,"{'a': 0.4, 'e': 0.3000988959161001}",20,3,-50.817613651646084,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
1267,False,"{'a': 0.4, 'e': 0.29914483793119256}",20,7,18.575019734108963,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1268,False,"{'a': 0.4, 'e': 0.2981904808014722}",25,17,15.814483665199104,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1269,False,"{'a': 0.4, 'e': 0.29723582548129573}",25,7,13.500385420726754,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
1270,False,"{'a': 0.4, 'e': 0.2962808729253187}",20,15,9.628338504879716,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1271,False,"{'a': 0.4, 'e': 0.2953256240884933}",30,19,-0.11024565607702574,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1272,False,"{'a': 0.4, 'e': 0.29437007992606856}",25,0,-42.546116388682535,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
1273,False,"{'a': 0.4, 'e': 0.29341424139358824}",20,5,4.7901105641303525,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
1274,False,"{'a': 0.4, 'e': 0.29245810944689116}",25,0,27.318078743011593,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1275,False,"{'a': 0.4, 'e': 0.2915016850421088}",25,4,-8.673316219533698,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
1276,False,"{'a': 0.4, 'e': 0.29054496913566596}",20,8,9.675062366443862,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1277,False,"{'a': 0.4, 'e': 0.28958796268427794}",25,17,7.678927518387311,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1278,False,"{'a': 0.4, 'e': 0.2886306666449516}",25,19,11.464081925209333,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1279,False,"{'a': 0.4, 'e': 0.2876730819749824}",20,14,9.768177543794456,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1280,False,"{'a': 0.4, 'e': 0.28671520963195546}",20,8,8.851447811747708,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1281,False,"{'a': 0.4, 'e': 0.2857570505737428}",20,4,-46.614750505432845,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
1282,False,"{'a': 0.4, 'e': 0.28479860575850313}",20,14,9.59000857260236,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1283,False,"{'a': 0.4, 'e': 0.28383987614468165}",20,8,13.520557507159307,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1284,False,"{'a': 0.4, 'e': 0.2828808626910075}",25,5,4.5956644924261445,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
1285,False,"{'a': 0.4, 'e': 0.2819215663564944}",25,7,-88.04264086170572,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 2}",1
1286,False,"{'a': 0.4, 'e': 0.28096198810043826}",20,14,11.260417950371634,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1287,False,"{'a': 0.4, 'e': 0.2800021288824176}",30,12,-3.232499935514026,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
1288,False,"{'a': 0.4, 'e': 0.2790419896622912}",20,11,8.027420604817708,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1289,False,"{'a': 0.4, 'e': 0.2780815714001986}",25,18,-12.55616902210202,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
1290,False,"{'a': 0.4, 'e': 0.2771208750565576}",20,14,9.786228300495022,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1291,False,"{'a': 0.4, 'e': 0.2761599015920648}",30,0,-42.281621650676755,"{0: 25, 1: 3, 2: 0, 3: 1, 4: 1}",0
1292,False,"{'a': 0.4, 'e': 0.2751986519676933}",20,16,8.447268221355905,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1293,False,"{'a': 0.4, 'e': 0.27423712714469284}",25,8,-30.540617478511432,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
1294,False,"{'a': 0.4, 'e': 0.273275328084588}",25,7,33.34682575898449,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1295,False,"{'a': 0.4, 'e': 0.272313255749178}",20,0,-22.768557629974072,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1296,False,"{'a': 0.4, 'e': 0.2713509111005347}",30,21,15.64329024300982,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1297,False,"{'a': 0.4, 'e': 0.27038829510100315}",30,19,9.118533523489267,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1298,False,"{'a': 0.4, 'e': 0.26942540871319887}",25,0,11.31041597425203,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
1299,False,"{'a': 0.4, 'e': 0.26846225290000847}",30,14,-28.848368085914558,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 0}",1
1300,False,"{'a': 0.4, 'e': 0.26749882862458735}",20,6,24.083188049392056,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1301,False,"{'a': 0.4, 'e': 0.2665351368503601}",25,0,-105.54451008890864,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 3}",0
1302,False,"{'a': 0.4, 'e': 0.265571178541018}",30,17,14.037524031991598,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1303,False,"{'a': 0.4, 'e': 0.26460695466051976}",30,15,24.931880562369486,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1304,False,"{'a': 0.4, 'e': 0.2636424661730887}",25,12,-17.95519355733347,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
1305,False,"{'a': 0.4, 'e': 0.26267771404321355}",20,13,14.170526617463995,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1306,False,"{'a': 0.4, 'e': 0.2617126992356461}",20,14,11.288482858295993,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1307,False,"{'a': 0.4, 'e': 0.2607474227154014}",30,10,-68.66038360119299,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",1
1308,False,"{'a': 0.4, 'e': 0.25978188544775555}",25,3,7.366877686977643,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
1309,False,"{'a': 0.4, 'e': 0.2588160883982461}",35,17,-21.201660671331304,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 0}",1
1310,False,"{'a': 0.4, 'e': 0.2578500325326696}",25,8,11.588629415453722,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1311,False,"{'a': 0.4, 'e': 0.2568837188170823}",25,17,12.946030317825986,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1312,False,"{'a': 0.4, 'e': 0.2559171482177973}",20,5,-22.535861388269222,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 0}",1
1313,False,"{'a': 0.4, 'e': 0.2549503217013857}",30,13,-94.20562829914195,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 3}",1
1314,False,"{'a': 0.4, 'e': 0.2539832402346734}",25,9,4.102781070271806,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
1315,False,"{'a': 0.4, 'e': 0.25301590478474223}",25,16,14.75322745542058,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1316,False,"{'a': 0.4, 'e': 0.25204831631892716}",25,0,-49.21814050326861,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
1317,False,"{'a': 0.4, 'e': 0.25108047580481696}",20,8,22.670204293385837,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1318,False,"{'a': 0.4, 'e': 0.25011238421025167}",20,10,4.584966738267865,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1319,False,"{'a': 0.4, 'e': 0.24914404250332328}",30,20,8.19072404587518,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1320,False,"{'a': 0.4, 'e': 0.2481754516523729}",25,11,10.281809709601243,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1321,False,"{'a': 0.4, 'e': 0.24720661262599175}",20,15,8.30183198292164,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1322,False,"{'a': 0.4, 'e': 0.24623752639301838}",20,11,6.262716683665176,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1323,False,"{'a': 0.4, 'e': 0.24526819392253935}",30,17,18.439945207759045,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1324,False,"{'a': 0.4, 'e': 0.24429861618388662}",25,9,-19.41360993566193,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 0}",1
1325,False,"{'a': 0.4, 'e': 0.24332879414663827}",20,9,13.482833236468622,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1326,False,"{'a': 0.4, 'e': 0.24235872878061585}",30,13,-2.990260643055174,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
1327,False,"{'a': 0.4, 'e': 0.24138842105588504}",20,12,3.297739997014653,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1328,False,"{'a': 0.4, 'e': 0.2404178719427531}",30,5,-26.587466409684897,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",1
1329,False,"{'a': 0.4, 'e': 0.23944708241176946}",20,9,13.61140354677737,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1330,False,"{'a': 0.4, 'e': 0.23847605343372313}",35,23,22.022783480035887,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1331,False,"{'a': 0.4, 'e': 0.23750478597964347}",20,10,5.614171242332789,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1332,False,"{'a': 0.4, 'e': 0.2365332810207974}",20,7,-84.96803447304714,"{0: 8, 1: 0, 2: 2, 3: 2, 4: 1}",1
1333,False,"{'a': 0.4, 'e': 0.23556153952869024}",25,17,15.773124170694803,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1334,False,"{'a': 0.4, 'e': 0.23458956247506296}",35,17,-18.90030355737388,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
1335,False,"{'a': 0.4, 'e': 0.23361735083189297}",30,21,16.278062997114976,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1336,False,"{'a': 0.4, 'e': 0.23264490557139142}",25,8,-27.05724048751278,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 0}",1
1337,False,"{'a': 0.4, 'e': 0.2316722276660039}",20,9,8.679010505326536,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1338,False,"{'a': 0.4, 'e': 0.23069931808840777}",30,16,4.958815988793377,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1339,False,"{'a': 0.4, 'e': 0.22972617781151303}",20,13,-5.001691438572161,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
1340,False,"{'a': 0.4, 'e': 0.22875280780845939}",30,20,19.460370599307815,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1341,False,"{'a': 0.4, 'e': 0.22777920905261723}",20,10,8.206942837133209,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1342,False,"{'a': 0.4, 'e': 0.22680538251758475}",20,3,16.948385157314693,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1343,False,"{'a': 0.4, 'e': 0.2258313291771889}",20,1,-9.7762992693936,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
1344,False,"{'a': 0.4, 'e': 0.22485705000548248}",20,12,7.224524831399415,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1345,False,"{'a': 0.4, 'e': 0.22388254597674498}",20,6,-25.02139973694866,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
1346,False,"{'a': 0.4, 'e': 0.22290781806547996}",25,2,25.72653704104201,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
1347,False,"{'a': 0.4, 'e': 0.22193286724641567}",25,5,20.18931948989452,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1348,False,"{'a': 0.4, 'e': 0.22095769449450242}",25,20,9.064463027311318,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1349,False,"{'a': 0.4, 'e': 0.2199823007849133}",30,18,6.9747195403168245,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1350,False,"{'a': 0.4, 'e': 0.2190066870930415}",20,0,21.528067631908634,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1351,False,"{'a': 0.4, 'e': 0.21803085439450107}",25,14,20.97449868615418,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1352,False,"{'a': 0.4, 'e': 0.2170548036651242}",20,12,16.12872969131746,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1353,False,"{'a': 0.4, 'e': 0.21607853588096199}",20,0,19.888216978925577,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1354,False,"{'a': 0.4, 'e': 0.21510205201828167}",25,0,-2.5113350731202444,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
1355,False,"{'a': 0.4, 'e': 0.21412535305356747}",25,16,14.263915209529317,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1356,False,"{'a': 0.4, 'e': 0.21314843996351784}",25,8,30.639929870046696,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1357,False,"{'a': 0.4, 'e': 0.21217131372504625}",20,7,19.654488881972853,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1358,False,"{'a': 0.4, 'e': 0.2111939753152784}",25,11,-20.69952489755358,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
1359,False,"{'a': 0.4, 'e': 0.21021642571155302}",20,1,6.773397319201548,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
1360,False,"{'a': 0.4, 'e': 0.20923866589141926}",20,10,2.3881535392689024,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1361,False,"{'a': 0.4, 'e': 0.20826069683263726}",20,8,11.451315051985091,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1362,False,"{'a': 0.4, 'e': 0.20728251951317553}",25,11,-40.328598302509924,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
1363,False,"{'a': 0.4, 'e': 0.2063041349112118}",20,10,9.472903655544783,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1364,False,"{'a': 0.4, 'e': 0.20532554400513015}",20,0,-52.182599442011224,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
1365,False,"{'a': 0.4, 'e': 0.2043467477735218}",25,0,-11.717451891081032,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
1366,False,"{'a': 0.4, 'e': 0.2033677471951825}",30,12,39.041753728182115,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1367,False,"{'a': 0.4, 'e': 0.20238854324911318}",25,0,18.87847758818347,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
1368,False,"{'a': 0.4, 'e': 0.20140913691451723}",25,0,-8.133043396715664,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
1369,False,"{'a': 0.4, 'e': 0.2004295291708014}",20,15,1.3348035342462952,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1370,False,"{'a': 0.4, 'e': 0.19944972099757285}",25,17,12.662366108075283,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1371,False,"{'a': 0.4, 'e': 0.19846971337464017}",25,13,-1.8050191258255595,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1372,False,"{'a': 0.4, 'e': 0.19748950728201042}",20,9,5.561157099853442,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1373,False,"{'a': 0.4, 'e': 0.19650910369989005}",25,13,22.966761487305384,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1374,False,"{'a': 0.4, 'e': 0.19552850360868218}",20,4,15.279185529574212,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1375,False,"{'a': 0.4, 'e': 0.19454770798898718}",20,12,-37.29121480443491,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
1376,False,"{'a': 0.4, 'e': 0.1935667178216002}",20,10,6.646226987703839,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1377,False,"{'a': 0.4, 'e': 0.19258553408751172}",30,13,-40.18985392032312,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
1378,False,"{'a': 0.4, 'e': 0.19160415776790501}",20,11,18.94965808089394,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1379,False,"{'a': 0.4, 'e': 0.19062258984415673}",35,23,23.084554692616987,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1380,False,"{'a': 0.4, 'e': 0.18964083129783424}",30,8,-61.74878091797332,"{0: 17, 1: 2, 2: 0, 3: 2, 4: 1}",1
1381,False,"{'a': 0.4, 'e': 0.1886588831106965}",30,21,9.484611805364676,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1382,False,"{'a': 0.4, 'e': 0.18767674626469114}",20,13,13.03076758631344,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1383,False,"{'a': 0.4, 'e': 0.18669442174195536}",20,12,14.415880184641182,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1384,False,"{'a': 0.4, 'e': 0.1857119105248132}",30,9,12.93415236656554,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
1385,False,"{'a': 0.4, 'e': 0.1847292135957762}",20,14,10.914444806109087,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1386,False,"{'a': 0.4, 'e': 0.18374633193754078}",25,15,19.569143938089947,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1387,False,"{'a': 0.4, 'e': 0.18276326653298897}",20,0,26.616354679984312,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1388,False,"{'a': 0.4, 'e': 0.18178001836518562}",20,9,1.2409797361123438,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1389,False,"{'a': 0.4, 'e': 0.18079658841737925}",20,0,23.434400344092623,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1390,False,"{'a': 0.4, 'e': 0.17981297767299934}",20,12,12.498914839568322,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1391,False,"{'a': 0.4, 'e': 0.17882918711565696}",25,15,16.378887672899566,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1392,False,"{'a': 0.4, 'e': 0.17784521772914214}",20,12,16.203437728141488,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1393,False,"{'a': 0.4, 'e': 0.17686107049742464}",20,0,28.101121090492278,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1394,False,"{'a': 0.4, 'e': 0.17587674640465115}",20,5,23.45666167642423,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1395,False,"{'a': 0.4, 'e': 0.17489224643514614}",25,0,-66.21423125267705,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
1396,False,"{'a': 0.4, 'e': 0.17390757157340905}",20,7,22.01545289674667,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1397,False,"{'a': 0.4, 'e': 0.17292272280411508}",30,19,17.726349981666658,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1398,False,"{'a': 0.4, 'e': 0.1719377011121125}",20,0,24.383671373434836,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1399,False,"{'a': 0.4, 'e': 0.17095250748242338}",20,11,3.613580807691058,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1400,False,"{'a': 0.4, 'e': 0.16996714290024081}",25,0,6.9955067459946125,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
1401,False,"{'a': 0.4, 'e': 0.1689816083509297}",20,11,17.242367002652756,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1402,False,"{'a': 0.4, 'e': 0.1679959048200241}",30,0,-35.54839992668286,"{0: 25, 1: 0, 2: 4, 3: 0, 4: 1}",0
1403,False,"{'a': 0.4, 'e': 0.16701003329322792}",35,21,24.994729684102705,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1404,False,"{'a': 0.4, 'e': 0.1660239947564121}",25,6,34.522894195920145,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1405,False,"{'a': 0.4, 'e': 0.16503779019561562}",25,11,24.556004329697394,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1406,False,"{'a': 0.4, 'e': 0.16405142059704247}",20,8,11.759353664775322,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1407,False,"{'a': 0.4, 'e': 0.16306488694706261}",25,16,3.9726948663012385,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1408,False,"{'a': 0.4, 'e': 0.1620781902322094}",20,3,16.222230860361815,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1409,False,"{'a': 0.4, 'e': 0.16109133143917923}",20,15,9.599621381870389,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1410,False,"{'a': 0.4, 'e': 0.16010431155483126}",20,11,17.809887233496955,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1411,False,"{'a': 0.4, 'e': 0.15911713156618487}",25,8,21.705116175902212,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1412,False,"{'a': 0.4, 'e': 0.1581297924604204}",20,14,-0.2813548951510163,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1413,False,"{'a': 0.4, 'e': 0.1571422952248764}",30,7,-0.45467192366499365,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
1414,False,"{'a': 0.4, 'e': 0.15615464084705052}",20,6,1.4483421021151963,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1415,False,"{'a': 0.4, 'e': 0.15516683031459658}",25,0,21.054040359817126,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1416,False,"{'a': 0.4, 'e': 0.15417886461532546}",20,8,10.657759847905147,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1417,False,"{'a': 0.4, 'e': 0.15319074473720237}",30,8,28.606266965925006,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1418,False,"{'a': 0.4, 'e': 0.15220247166834752}",25,12,-61.18432004038383,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 2}",1
1419,False,"{'a': 0.4, 'e': 0.15121404639703348}",25,6,30.967228113852933,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1420,False,"{'a': 0.4, 'e': 0.15022546991168584}",25,13,-8.259794255570387,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
1421,False,"{'a': 0.4, 'e': 0.1492367432008806}",25,13,20.14249463015775,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1422,False,"{'a': 0.4, 'e': 0.14824786725334482}",20,11,16.88686223212678,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1423,False,"{'a': 0.4, 'e': 0.1472588430579539}",25,14,6.748875470417747,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1424,False,"{'a': 0.4, 'e': 0.14626967160373244}",20,11,15.091422891308413,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
